agent,training_steps,run_id,seed,total_reward,timestamp,experiment_id
TD3,10000,0,10,2.4840708430538534,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,10000,1,11,2.463907270750856,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,10000,2,12,0.5290285895431466,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,10000,3,13,6.010173634400474,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,10000,4,14,6.747739307937287,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,20000,0,10,7.133346052382768,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,20000,1,11,1.178511389373873,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,20000,2,12,0.0066332038749634,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,20000,3,13,15.23550844818512,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,20000,4,14,10.01781919206516,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,40000,0,10,1.51931442521425,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,40000,1,11,11.673667017557085,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,40000,2,12,0.709143330086669,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,40000,3,13,9.91024209003782,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,40000,4,14,3.80495571078948,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,60000,0,10,-0.1760955167184209,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,60000,1,11,13.406226005471067,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,60000,2,12,-0.7697123491597568,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,60000,3,13,6.942336086926101,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,60000,4,14,10.346045104465734,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,80000,0,10,5.427893843977561,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,80000,1,11,14.321606265556667,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,80000,2,12,2.388467889850141,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,80000,3,13,7.212353746257964,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,80000,4,14,3.778776024978856,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,100000,0,10,3.1331437420513666,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,100000,1,11,6.093804926323301,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,100000,2,12,2.3946232420407774,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,100000,3,13,7.491392630410907,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,100000,4,14,3.759775080788533,2026-01-11T12:13:43,td3_learning_steps_v1
TD3,120000,0,10,10.083031019270686,2026-01-11T21:32:19,td3_learning_steps_v1
TD3,120000,1,11,3.788359053629166,2026-01-11T21:32:19,td3_learning_steps_v1
TD3,120000,2,12,-4.206142218154109,2026-01-11T21:32:19,td3_learning_steps_v1
TD3,120000,3,13,7.106104923633778,2026-01-11T21:32:19,td3_learning_steps_v1
TD3,120000,4,14,1.03413323915692,2026-01-11T21:32:19,td3_learning_steps_v1
TD3,140000,0,10,4.5764465357576265,2026-01-11T21:32:19,td3_learning_steps_v1
TD3,140000,1,11,5.71214984208661,2026-01-11T21:32:19,td3_learning_steps_v1
TD3,140000,2,12,0.8434505796606313,2026-01-11T21:32:19,td3_learning_steps_v1
TD3,140000,3,13,11.01952459797677,2026-01-11T21:32:19,td3_learning_steps_v1
TD3,140000,4,14,6.280399990794512,2026-01-11T21:32:19,td3_learning_steps_v1
TD3,160000,0,10,4.064011406454036,2026-01-12T11:11:32,td3_learning_steps_v1
TD3,160000,1,11,1.5638466465311829,2026-01-12T11:11:32,td3_learning_steps_v1
TD3,160000,2,12,2.1557268238193177,2026-01-12T11:11:32,td3_learning_steps_v1
TD3,160000,3,13,10.055561265630857,2026-01-12T11:11:32,td3_learning_steps_v1
TD3,160000,4,14,3.491612027815166,2026-01-12T11:11:32,td3_learning_steps_v1
QR-DQN,10000,0,10,0.7530146983386754,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,10000,1,11,0.7856826967507531,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,10000,2,12,0.7410626968651939,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,10000,3,13,-0.6081573413759556,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,10000,4,14,0.6189898522872606,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,20000,0,10,1.789803233937555,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,20000,1,11,4.260224122847849,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,20000,2,12,1.0417500749363595,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,20000,3,13,3.73039497135186,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,20000,4,14,2.804406549145513,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,40000,0,10,2.8647185080769053,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,40000,1,11,2.7568021318363485,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,40000,2,12,1.8207723791330928,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,40000,3,13,8.929891669668597,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,40000,4,14,12.71857495332845,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,60000,0,10,10.687181517374636,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,60000,1,11,11.5289655750752,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,60000,2,12,7.096115485647958,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,60000,3,13,3.3748359962004706,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,60000,4,14,12.121153191652445,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,80000,0,10,11.624904856192163,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,80000,1,11,4.6530902099302125,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,80000,2,12,11.25275532636239,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,80000,3,13,10.159572476045524,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,80000,4,14,6.741003557550355,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,100000,0,10,12.319150097813043,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,100000,1,11,11.755854041913931,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,100000,2,12,1.2330646244099794,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,100000,3,13,11.754943492065877,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,100000,4,14,10.686368881410669,2026-01-11T14:24:53,qrdqn_learning_steps_v1
QR-DQN,120000,0,10,3.101091733357678,2026-01-11T23:30:38,qrdqn_learning_steps_v1
QR-DQN,120000,1,11,10.073483809118208,2026-01-11T23:30:38,qrdqn_learning_steps_v1
QR-DQN,120000,2,12,-0.64768698635419,2026-01-11T23:30:38,qrdqn_learning_steps_v1
QR-DQN,120000,3,13,2.6689887051179624,2026-01-11T23:30:38,qrdqn_learning_steps_v1
QR-DQN,120000,4,14,11.124919804323882,2026-01-11T23:30:38,qrdqn_learning_steps_v1
QR-DQN,140000,0,10,9.206707930493527,2026-01-11T23:30:38,qrdqn_learning_steps_v1
QR-DQN,140000,1,11,6.666065638529111,2026-01-11T23:30:38,qrdqn_learning_steps_v1
QR-DQN,140000,2,12,8.470748557316906,2026-01-11T23:30:38,qrdqn_learning_steps_v1
QR-DQN,140000,3,13,5.604665289225096,2026-01-11T23:30:38,qrdqn_learning_steps_v1
QR-DQN,140000,4,14,6.527828014376928,2026-01-11T23:30:38,qrdqn_learning_steps_v1
QR-DQN,160000,0,10,11.769733341411564,2026-01-12T12:10:12,qrdqn_learning_steps_v1
QR-DQN,160000,1,11,12.32251484209942,2026-01-12T12:10:12,qrdqn_learning_steps_v1
QR-DQN,160000,2,12,7.134122472097761,2026-01-12T12:10:12,qrdqn_learning_steps_v1
QR-DQN,160000,3,13,6.502528715286324,2026-01-12T12:10:12,qrdqn_learning_steps_v1
QR-DQN,160000,4,14,-3.1342113609910687,2026-01-12T12:10:12,qrdqn_learning_steps_v1
DQN,10000,0,10,0.7288071199860522,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,10000,1,11,0.4120233875300592,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,10000,2,12,0.6535284892325934,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,10000,3,13,0.7616142766290254,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,10000,4,14,0.5006052396472407,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,20000,0,10,-1.875445276911724,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,20000,1,11,2.038956619415812,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,20000,2,12,3.782335859074772,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,20000,3,13,3.8087464528634536,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,20000,4,14,1.0381900369846166,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,40000,0,10,-1.308982095690777,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,40000,1,11,8.744779083354876,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,40000,2,12,9.1400407527374,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,40000,3,13,5.230133635464897,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,40000,4,14,11.790713777028522,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,60000,0,10,12.007770101890843,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,60000,1,11,3.669814741780253,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,60000,2,12,1.2066914323145408,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,60000,3,13,7.635878929164541,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,60000,4,14,11.44631573797336,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,80000,0,10,13.480058091112358,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,80000,1,11,3.97246073944598,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,80000,2,12,7.547080767820851,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,80000,3,13,7.129082258339041,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,80000,4,14,2.6391771122521064,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,100000,0,10,6.24275707390398,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,100000,1,11,4.795899346866153,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,100000,2,12,5.440274531670942,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,100000,3,13,3.8334367725194953,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,100000,4,14,10.42198180253342,2026-01-11T15:01:36,dqn_learning_steps_v1
DQN,120000,0,10,11.155612445674969,2026-01-12T00:28:41,dqn_learning_steps_v1
DQN,120000,1,11,5.713094477077545,2026-01-12T00:28:41,dqn_learning_steps_v1
DQN,120000,2,12,-0.6535259582707739,2026-01-12T00:28:41,dqn_learning_steps_v1
DQN,120000,3,13,11.286199695657078,2026-01-12T00:28:41,dqn_learning_steps_v1
DQN,120000,4,14,3.6641325066503336,2026-01-12T00:28:41,dqn_learning_steps_v1
DQN,140000,0,10,8.07671341739757,2026-01-12T00:28:41,dqn_learning_steps_v1
DQN,140000,1,11,9.819130099685452,2026-01-12T00:28:41,dqn_learning_steps_v1
DQN,140000,2,12,0.3981812597677101,2026-01-12T00:28:41,dqn_learning_steps_v1
DQN,140000,3,13,1.5023928318379949,2026-01-12T00:28:41,dqn_learning_steps_v1
DQN,140000,4,14,-0.5040900496474792,2026-01-12T00:28:41,dqn_learning_steps_v1
DQN,160000,0,10,7.302805280177912,2026-01-12T12:35:48,dqn_learning_steps_v1
DQN,160000,1,11,1.735360577823594,2026-01-12T12:35:48,dqn_learning_steps_v1
DQN,160000,2,12,0.6497228978488641,2026-01-12T12:35:48,dqn_learning_steps_v1
DQN,160000,3,13,-2.052263554844118,2026-01-12T12:35:48,dqn_learning_steps_v1
DQN,160000,4,14,9.32877926945094,2026-01-12T12:35:48,dqn_learning_steps_v1
RB,10000,0,0,8.332500646418746,2026-01-11T15:03:00,rb_baseline_v1
RB,20000,0,0,8.332500646418746,2026-01-11T15:03:00,rb_baseline_v1
RB,40000,0,0,8.332500646418746,2026-01-11T15:03:00,rb_baseline_v1
RB,60000,0,0,8.332500646418746,2026-01-11T15:03:00,rb_baseline_v1
RB,80000,0,0,8.332500646418746,2026-01-11T15:03:00,rb_baseline_v1
RB,100000,0,0,8.332500646418746,2026-01-11T15:03:00,rb_baseline_v1
RB,120000,0,0,8.332500646418746,2026-01-12T00:29:52,rb_baseline_v1
RB,140000,0,0,8.332500646418746,2026-01-12T00:29:52,rb_baseline_v1
RB,160000,0,0,8.332500646418746,2026-01-12T12:36:19,rb_baseline_v1
